,brand,km_driven,fuel,owner,selling_price
7043,Hyundai,65000,Diesel,First Owner,600000
7044,Mahindra,95000,Diesel,Second Owner,630000
7045,Maruti,40000,Petrol,Second Owner,590000
7046,Hyundai,30000,Petrol,First Owner,420000
7047,Mitsubishi,120000,Diesel,First Owner,1950000
7048,Tata,112011,Diesel,First Owner,541000
7049,Toyota,125000,Diesel,First Owner,900000
7050,Toyota,125000,Diesel,First Owner,900000
7051,Tata,43000,Diesel,First Owner,250000
7052,Mahindra,53534,Diesel,First Owner,670000
7053,Tata,20000,Petrol,First Owner,530000
7054,Chevrolet,70000,Diesel,Second Owner,150000
7055,Mahindra,70000,Diesel,Third Owner,550000
7056,Mahindra,150000,Diesel,First Owner,650000
7057,Tata,100000,Diesel,Second Owner,180000
7058,Mahindra,50000,Diesel,First Owner,585000
7059,Hyundai,120000,Petrol,Second Owner,345000
7060,Maruti,110000,Diesel,Third Owner,350000
7061,Honda,140000,Petrol,First Owner,725000
7062,Tata,120000,Diesel,First Owner,250000
7063,Maruti,70000,Petrol,Second Owner,45000
7064,Toyota,248119,Diesel,Fourth & Above Owner,409999
7065,Renault,16500,Petrol,Second Owner,325000
7066,Maruti,9900,Petrol,First Owner,350000
7067,Maruti,80000,Petrol,Third Owner,180000
7068,Fiat,100000,Petrol,Second Owner,150000
7069,Maruti,20000,Petrol,First Owner,700000
7070,Maruti,90000,Diesel,First Owner,795000
7071,Mahindra,15000,Diesel,First Owner,950000
7072,Volkswagen,75000,Diesel,First Owner,885000
7073,Maruti,140000,Diesel,First Owner,160000
7074,Hyundai,120000,Diesel,Second Owner,300000
7075,Volkswagen,75000,Diesel,First Owner,950000
7076,Maruti,90000,Diesel,First Owner,549000
7077,Audi,20000,Diesel,First Owner,3000000
7078,Toyota,61000,Diesel,First Owner,1200000
7079,Renault,100000,Diesel,Second Owner,570000
7080,Mahindra,60000,Diesel,Second Owner,800000
7081,Hyundai,100000,Diesel,First Owner,375000
7082,Mahindra,170000,Diesel,Third Owner,300000
7083,Toyota,100000,Petrol,Second Owner,350000
7084,Mahindra,120000,Diesel,Second Owner,400000
7085,Volkswagen,50000,Diesel,First Owner,434999
7086,Toyota,120000,Petrol,Second Owner,200000
7087,Maruti,25000,Petrol,First Owner,260000
7088,Maruti,24019,Diesel,First Owner,450000
7089,Hyundai,80000,Diesel,Second Owner,459999
7090,Maruti,100000,Diesel,Second Owner,210000
7091,Maruti,93000,Petrol,Second Owner,540000
7092,Maruti,50000,Diesel,First Owner,710000
7093,Maruti,22000,Petrol,First Owner,285000
7094,Hyundai,19600,Diesel,First Owner,990000
7095,Tata,104000,Petrol,First Owner,362000
7096,Ford,33000,Diesel,First Owner,880000
7097,Mahindra,60000,Diesel,First Owner,700000
7098,Mahindra,60000,Diesel,First Owner,600000
7099,Nissan,40000,Petrol,First Owner,700000
7100,Tata,60000,Diesel,First Owner,400000
7101,Hyundai,80000,LPG,First Owner,165000
7102,Toyota,376412,Diesel,Second Owner,350000
7103,Maruti,80000,Petrol,Third Owner,425000
7104,Hyundai,70000,Petrol,First Owner,180000
7105,Maruti,90000,Petrol,Third Owner,170000
7106,Mahindra,183000,Diesel,First Owner,370000
7107,Maruti,27000,Diesel,First Owner,800000
7108,Ford,35000,Diesel,First Owner,900000
7109,Maruti,120000,Diesel,First Owner,390000
7110,Maruti,80000,Diesel,Second Owner,445000
7111,Maruti,70000,Diesel,Fourth & Above Owner,459999
7112,Maruti,55000,LPG,First Owner,275000
7113,Maruti,120000,Diesel,Second Owner,200000
7114,Maruti,72000,Petrol,Second Owner,350000
7115,Tata,120000,Diesel,Second Owner,95000
7116,Toyota,250000,Diesel,First Owner,550000
7117,Chevrolet,100000,Diesel,First Owner,900000
7118,Tata,120000,Diesel,Second Owner,350000
7119,Nissan,50000,Petrol,First Owner,325000
7120,Hyundai,32000,Petrol,First Owner,455999
7121,Maruti,60000,Petrol,First Owner,129000
7122,Maruti,40000,Petrol,First Owner,254000
7123,Ford,48000,Diesel,First Owner,570000
7124,Nissan,30000,Diesel,First Owner,840000
7125,Tata,100000,Diesel,Second Owner,235000
7126,Mahindra,50000,Diesel,First Owner,700000
7127,Hyundai,40000,Petrol,Second Owner,140000
7128,Hyundai,5000,Petrol,First Owner,528000
7129,Jeep,12000,Diesel,First Owner,1500000
7130,Mahindra,72000,Diesel,First Owner,560000
7131,Mahindra,70000,Diesel,First Owner,600000
7132,Chevrolet,50000,Petrol,Second Owner,102000
7133,Mahindra,70000,Diesel,Second Owner,750000
7134,Chevrolet,70000,Petrol,Third Owner,148000
7135,Maruti,50000,Petrol,First Owner,650000
7136,Volkswagen,40000,Petrol,First Owner,310000
7137,Hyundai,30000,Petrol,First Owner,480000
7138,Maruti,15000,Petrol,First Owner,320000
7139,Honda,40000,Petrol,First Owner,750000
7140,Nissan,40000,Petrol,First Owner,370000
7141,Maruti,60000,Petrol,Fourth & Above Owner,320000
7142,Maruti,67000,Petrol,First Owner,420000
7143,Maruti,60000,Petrol,Second Owner,240000
7144,Datsun,60000,Petrol,First Owner,220000
7145,Tata,30000,Petrol,First Owner,350000
7146,Honda,40000,Diesel,First Owner,675000
7147,Toyota,50000,Petrol,Second Owner,434999
7148,Honda,200000,Petrol,Third Owner,125000
7149,Mahindra,14000,Petrol,Second Owner,400000
7150,Chevrolet,70000,Diesel,First Owner,425000
7151,Maruti,94000,Diesel,Second Owner,311000
7152,Chevrolet,197000,Diesel,First Owner,509999
7153,Ford,79000,Diesel,Second Owner,530000
7154,Skoda,120000,Diesel,Second Owner,210000
7155,Mahindra,30000,Diesel,First Owner,977000
7156,Maruti,20000,Petrol,First Owner,440000
7157,Maruti,17000,Petrol,First Owner,440000
7158,Hyundai,20000,Petrol,First Owner,655000
7159,Renault,60000,Petrol,First Owner,295000
7160,Hyundai,20000,Petrol,First Owner,655000
7161,Hyundai,70000,Petrol,Third Owner,65000
7162,Tata,150000,Diesel,First Owner,1200000
7163,Tata,35000,Diesel,First Owner,1251000
7164,Tata,60000,Diesel,First Owner,200000
7165,Hyundai,40000,Diesel,First Owner,750000
7166,Maruti,60000,CNG,First Owner,400000
7167,Honda,57000,Petrol,First Owner,475000
7168,Tata,120000,Diesel,Second Owner,110000
7169,Renault,30000,Petrol,First Owner,350000
7170,Maruti,175000,Diesel,First Owner,450000
7171,Tata,90000,Diesel,First Owner,150000
7172,Tata,110000,Diesel,Second Owner,80000
7173,Hyundai,35000,Petrol,Second Owner,430000
7174,Toyota,81000,Diesel,First Owner,1450000
7175,Chevrolet,100000,Diesel,First Owner,360000
7176,Tata,60000,Diesel,First Owner,1445000
7177,Honda,60000,Diesel,First Owner,670000
7178,Mercedes-Benz,70000,Petrol,First Owner,2000000
7179,Maruti,83000,Petrol,Second Owner,175000
7180,Honda,50000,Diesel,First Owner,440000
7181,Hyundai,90000,Diesel,First Owner,254999
7182,Datsun,65000,Petrol,First Owner,530000
7183,Mahindra,40000,Diesel,Second Owner,890000
7184,Volkswagen,80000,Diesel,Second Owner,280000
7185,Maruti,35000,Petrol,First Owner,725000
7186,Mahindra,30000,Diesel,First Owner,700000
7187,Maruti,70000,Petrol,First Owner,90000
7188,Hyundai,100000,Petrol,Second Owner,287000
7189,Hyundai,55000,Petrol,First Owner,1380000
7190,Toyota,80000,Diesel,Second Owner,750000
7191,Hyundai,40000,Petrol,First Owner,650000
7192,Maruti,108916,Petrol,Second Owner,240000
7193,Hyundai,40000,Petrol,Second Owner,290000
7194,Hyundai,80000,Petrol,First Owner,229999
7195,Honda,50000,Diesel,Second Owner,1000000
7196,Hyundai,90000,Petrol,Second Owner,200000
7197,Maruti,70000,Petrol,Fourth & Above Owner,90000
7198,Hyundai,90000,Diesel,First Owner,330000
7199,Maruti,70000,Diesel,First Owner,200000
7200,Mahindra,31000,Diesel,First Owner,420000
7201,Maruti,120000,Diesel,Second Owner,260000
7202,Hyundai,40000,Petrol,First Owner,590000
7203,Maruti,180000,Diesel,First Owner,545000
7204,Maruti,90000,Petrol,Second Owner,210000
7205,Honda,110000,Petrol,Second Owner,185000
7206,Maruti,59000,Petrol,Second Owner,125000
7207,Hyundai,60000,Petrol,Second Owner,280000
7208,Hyundai,89500,Petrol,First Owner,99000
7209,Maruti,70000,Petrol,Second Owner,98000
7210,Tata,190000,Diesel,First Owner,100000
7211,Mahindra,180000,Diesel,First Owner,250000
7212,Toyota,150000,Diesel,Second Owner,750000
7213,Chevrolet,130000,Diesel,Second Owner,160000
7214,Hyundai,120000,Diesel,Second Owner,509999
7215,Tata,80000,Diesel,Second Owner,95000
7216,Hyundai,80000,Diesel,Second Owner,525000
7217,Datsun,20000,Petrol,First Owner,278000
7218,Maruti,60000,Petrol,Second Owner,50000
7219,Volkswagen,120000,Diesel,Third Owner,254999
7220,Maruti,10000,Petrol,First Owner,675000
7221,Maruti,147000,Diesel,Second Owner,600000
7222,Maruti,51000,Diesel,First Owner,950000
7223,Honda,60000,Petrol,Third Owner,229999
7224,Toyota,220000,Diesel,First Owner,600000
7225,Maruti,20000,Petrol,First Owner,330000
7226,Maruti,40000,Petrol,First Owner,350000
7227,Volkswagen,35000,Petrol,First Owner,560000
7228,Maruti,30000,Petrol,First Owner,440000
7229,Maruti,90000,Petrol,Second Owner,220000
7230,Maruti,110000,Diesel,Second Owner,750000
7231,Mahindra,140000,Diesel,First Owner,800000
7232,Tata,104000,Diesel,Second Owner,59259
7233,Maruti,9000,Petrol,First Owner,740000
7234,Maruti,19000,Petrol,Second Owner,570000
7235,Maruti,20000,Petrol,First Owner,430000
7236,Maruti,70000,Diesel,First Owner,800000
7237,Hyundai,53000,Diesel,First Owner,450000
7238,Maruti,105000,Diesel,Second Owner,420000
7239,Mahindra,16000,Diesel,First Owner,750000
7240,Maruti,7200,Petrol,First Owner,780000
7241,Volkswagen,77000,Diesel,Second Owner,320000
7242,Mahindra,40000,Diesel,First Owner,690000
7243,Maruti,70000,Diesel,Second Owner,375000
7244,Ford,50000,Petrol,First Owner,620000
7245,Hyundai,85000,LPG,First Owner,300000
7246,Maruti,58000,Petrol,Second Owner,370000
7247,Mahindra,85000,Diesel,First Owner,770000
7248,Hyundai,65000,Petrol,First Owner,500000
7249,Mahindra,120000,Diesel,First Owner,450000
7250,Hyundai,50000,Petrol,Second Owner,195000
7251,Maruti,30000,Petrol,First Owner,472000
7252,Maruti,58000,Petrol,Second Owner,250000
7253,Chevrolet,70000,Diesel,Second Owner,165000
7254,Tata,110000,Diesel,Second Owner,525000
7255,Maruti,65000,Petrol,Third Owner,145000
7256,Tata,100000,Diesel,First Owner,325000
7257,Mahindra,60000,Diesel,Second Owner,660000
7258,Ford,90000,Diesel,Second Owner,310000
7259,Mahindra,200000,Diesel,First Owner,250000
7260,Ford,100000,Diesel,Second Owner,330000
7261,Ford,80000,Diesel,Second Owner,250000
7262,Mahindra,60000,Diesel,First Owner,650000
7263,Maruti,40000,Petrol,First Owner,305000
7264,Maruti,50000,Diesel,First Owner,600000
7265,Maruti,110000,Petrol,First Owner,280000
7266,Tata,50000,Diesel,Second Owner,153000
7267,Mahindra,30000,Diesel,First Owner,700000
7268,Renault,40000,Petrol,First Owner,325000
7269,Maruti,40000,Petrol,First Owner,305000
7270,Maruti,70000,Petrol,Second Owner,155000
7271,Maruti,80000,Petrol,Third Owner,235000
7272,Tata,100000,Diesel,Fourth & Above Owner,60000
7273,Maruti,15000,Petrol,First Owner,500000
7274,Mahindra,150000,Diesel,Second Owner,120000
7275,Maruti,63000,Petrol,Third Owner,155000
7276,Skoda,88000,Diesel,First Owner,675000
7277,Toyota,80000,Diesel,First Owner,950000
7278,Mahindra,59865,Diesel,First Owner,1051000
7279,Volkswagen,60000,Diesel,First Owner,591000
7280,Hyundai,72000,Diesel,First Owner,585000
7281,Honda,68140,Petrol,First Owner,1025000
7282,Maruti,53190,Diesel,First Owner,450000
7283,Hyundai,70100,Diesel,First Owner,484999
7284,Honda,47725,Diesel,First Owner,650000
7285,Maruti,70195,Diesel,Second Owner,434999
7286,Ford,77395,Diesel,Second Owner,195000
7287,Mahindra,17000,Diesel,First Owner,1000000
7288,Hyundai,64000,Diesel,First Owner,650000
7289,Chevrolet,74321,Diesel,First Owner,190000
7290,Maruti,80235,Diesel,Second Owner,409999
7291,Hyundai,77150,Diesel,First Owner,1050000
7292,Volkswagen,69000,Diesel,First Owner,651000
7293,Maruti,57000,Diesel,First Owner,650000
7294,Skoda,89000,Diesel,First Owner,750000
7295,Volkswagen,61100,Diesel,First Owner,799000
7296,Skoda,116000,Diesel,First Owner,355000
7297,Hyundai,80000,Diesel,First Owner,600000
7298,Maruti,26000,Diesel,First Owner,685000
7299,Maruti,100000,Diesel,First Owner,509999
7300,Maruti,82300,CNG,Second Owner,150000
7301,Maruti,82050,Diesel,First Owner,650000
7302,Toyota,74500,Diesel,First Owner,400000
7303,Mahindra,120000,Diesel,Second Owner,675000
7304,Renault,30000,Petrol,First Owner,319000
7305,Honda,6000,Petrol,First Owner,640000
7306,Hyundai,30000,Petrol,First Owner,650000
7307,Maruti,70000,Diesel,First Owner,650000
7308,Maruti,70000,CNG,Second Owner,155000
7309,Maruti,70000,Diesel,First Owner,650000
7310,Maruti,120000,Diesel,First Owner,175000
7311,Hyundai,76000,Diesel,Third Owner,375000
7312,Hyundai,80000,Diesel,Second Owner,430000
7313,Tata,110000,Diesel,Second Owner,65000
7314,Hyundai,70000,Petrol,Third Owner,150000
7315,Hyundai,13000,Petrol,First Owner,620000
7316,Ford,60000,Petrol,Second Owner,250000
7317,Maruti,165000,Diesel,First Owner,275000
7318,Chevrolet,120000,Diesel,Second Owner,454000
7319,Mahindra,30000,Diesel,Second Owner,600000
7320,Volkswagen,100000,Diesel,Second Owner,400000
7321,Mahindra,187000,Diesel,Second Owner,180000
7322,Maruti,70000,Diesel,First Owner,750000
7323,Maruti,40000,Petrol,First Owner,500000
7324,Audi,22000,Diesel,First Owner,2825000
7325,Honda,5500,Diesel,First Owner,2125000
7326,BMW,18000,Diesel,First Owner,3350000
7327,Honda,1500,Petrol,First Owner,840000
7328,Honda,46000,Diesel,First Owner,1000000
7329,Maruti,24400,Diesel,First Owner,740000
7330,Volkswagen,29899,Diesel,First Owner,1290000
7331,Toyota,20000,Diesel,First Owner,1800000
7332,Hyundai,2000,Petrol,First Owner,775000
7333,Renault,34000,Diesel,First Owner,695000
7334,Hyundai,31000,Petrol,First Owner,730000
7335,Chevrolet,46000,Diesel,Second Owner,1295000
7336,Isuzu,121000,Diesel,First Owner,1160000
7337,Mercedes-Benz,60000,Diesel,First Owner,3300000
7338,Hyundai,7000,Petrol,First Owner,540000
7339,Maruti,10000,Petrol,First Owner,434999
7340,Mercedes-Benz,6000,Diesel,First Owner,4600000
7341,Force,20000,Diesel,First Owner,910000
7342,Hyundai,59235,Diesel,First Owner,850000
7343,BMW,21000,Diesel,First Owner,5800000
7344,Honda,48000,Diesel,First Owner,520000
7345,Mahindra,114000,Diesel,First Owner,650000
7346,Maruti,120000,Diesel,Second Owner,430000
7347,Hyundai,144000,Diesel,First Owner,360000
7348,Hyundai,144000,Diesel,First Owner,350000
7349,Maruti,190000,Diesel,First Owner,791000
7350,Toyota,190000,Diesel,Second Owner,950000
7351,Maruti,20000,Diesel,First Owner,690000
7352,Hyundai,40000,Diesel,Second Owner,860000
7353,Maruti,100000,Diesel,First Owner,371000
7354,Tata,60000,Diesel,Second Owner,45000
7355,Ford,201000,Diesel,First Owner,55000
7356,Volkswagen,110000,Diesel,First Owner,240000
7357,Maruti,77215,Diesel,Second Owner,495000
7358,Maruti,50000,Petrol,First Owner,170000
7359,Honda,48228,Petrol,First Owner,671000
7360,Maruti,58559,Diesel,First Owner,693000
7361,Maruti,72179,Diesel,First Owner,352000
7362,Honda,50856,Diesel,First Owner,802999
7363,Honda,18300,Petrol,First Owner,890000
7364,Maruti,59292,Diesel,First Owner,495000
7365,Maruti,10000,Petrol,First Owner,545000
7366,Maruti,21147,Petrol,First Owner,775000
7367,Honda,69000,Diesel,First Owner,925000
7368,Mahindra,10000,Diesel,First Owner,1450000
7369,Maruti,16000,Diesel,First Owner,790000
7370,Toyota,36000,Diesel,First Owner,1789999
7371,Maruti,37000,Petrol,First Owner,620000
7372,Maruti,61173,Diesel,First Owner,375000
7373,Maruti,77321,Diesel,First Owner,595000
7374,Audi,30000,Diesel,First Owner,2450000
7375,Mahindra,75000,Diesel,First Owner,850000
7376,Maruti,51000,Petrol,First Owner,750000
7377,Maruti,17000,Petrol,First Owner,775000
7378,Maruti,100000,Diesel,Second Owner,260000
7379,Audi,35000,Diesel,Second Owner,2000000
7380,Hyundai,10000,Petrol,First Owner,300000
7381,Mahindra,91567,Diesel,Third Owner,1300000
7382,Maruti,50000,Petrol,First Owner,380000
7383,Hyundai,60000,Petrol,First Owner,480000
7384,Maruti,35000,Petrol,Second Owner,240000
7385,Hyundai,33400,Petrol,First Owner,500000
7386,Maruti,36000,Petrol,First Owner,420000
7387,Ford,180000,Diesel,Second Owner,130000
7388,Maruti,80000,Petrol,First Owner,110000
7389,Maruti,120000,Petrol,Second Owner,120000
7390,Maruti,80000,Diesel,First Owner,700000
7391,Maruti,120000,Diesel,First Owner,550000
7392,Tata,110000,Diesel,Second Owner,190000
7393,Toyota,70000,Diesel,First Owner,665000
7394,Mahindra,120000,Diesel,Second Owner,445000
7395,Hyundai,92686,Diesel,Second Owner,340000
7396,Hyundai,180000,Diesel,First Owner,330000
7397,Tata,80000,Diesel,First Owner,270000
7398,Mahindra,70000,Diesel,First Owner,1044999
7399,Maruti,117000,Diesel,First Owner,279000
7400,Ford,15000,Petrol,First Owner,620000
7401,Skoda,100000,Diesel,Second Owner,250000
7402,Hyundai,83000,Petrol,First Owner,475000
7403,Chevrolet,67600,Diesel,First Owner,750000
7404,Mitsubishi,160000,Diesel,Second Owner,1250000
7405,Hyundai,80000,Petrol,Second Owner,250000
7406,Honda,100000,Diesel,First Owner,445000
7407,Volkswagen,100000,Diesel,First Owner,400000
7408,Hyundai,90000,Diesel,Second Owner,350000
7409,Skoda,140000,Diesel,First Owner,295000
7410,Maruti,25000,Petrol,First Owner,600000
7411,Toyota,20000,Diesel,First Owner,1650000
7412,Maruti,30000,Petrol,First Owner,100000
7413,Ford,13000,Petrol,First Owner,690000
7414,Hyundai,42000,Petrol,First Owner,710000
7415,Hyundai,10000,Petrol,Second Owner,350000
7416,Maruti,13000,Petrol,First Owner,220000
7417,Renault,6500,Petrol,First Owner,700000
7418,Hyundai,49500,Petrol,Second Owner,198000
7419,Hyundai,50000,Diesel,First Owner,350000
7420,Tata,175000,Diesel,Second Owner,210000
7421,Tata,175000,Diesel,Second Owner,210000
7422,Hyundai,120000,Petrol,Third Owner,70000
7423,Maruti,110000,Diesel,Third Owner,375000
7424,Maruti,112048,Petrol,Second Owner,380000
7425,Honda,98000,Petrol,Third Owner,360000
7426,Mahindra,41000,Diesel,First Owner,944999
7427,Chevrolet,120000,Diesel,First Owner,620000
7428,Toyota,116000,Diesel,First Owner,780000
7429,Maruti,1000,Petrol,First Owner,445000
7430,Hyundai,15000,Petrol,First Owner,575000
7431,Maruti,5000,Diesel,First Owner,975000
7432,Tata,3500,Petrol,First Owner,450000
7433,Maruti,91000,Petrol,Second Owner,198000
7434,Ford,56000,Diesel,First Owner,495000
7435,Toyota,215000,Diesel,First Owner,830000
7436,Mahindra,40000,Diesel,First Owner,800000
7437,Maruti,70000,Diesel,Third Owner,300000
7438,Maruti,120000,Diesel,Second Owner,300000
7439,Mahindra,120000,Diesel,Second Owner,200000
7440,Honda,30400,Petrol,First Owner,480000
7441,Honda,24000,Diesel,First Owner,950000
7442,Honda,30646,Petrol,First Owner,840000
7443,Hyundai,15000,Diesel,First Owner,800000
7444,Volkswagen,50000,Diesel,First Owner,750000
7445,Hyundai,34000,Petrol,First Owner,254999
7446,Maruti,54000,Diesel,Second Owner,725000
7447,Mercedes-Benz,40000,Diesel,Second Owner,1859000
7448,Chevrolet,120000,Petrol,First Owner,145000
7449,Tata,15000,Petrol,First Owner,750000
7450,Volkswagen,50000,Diesel,First Owner,655000
7451,Ford,84000,Diesel,Second Owner,210000
7452,Honda,50000,Petrol,First Owner,450000
7453,Hyundai,25000,Petrol,Fourth & Above Owner,466000
7454,Ford,14681,Diesel,First Owner,624000
7455,Ford,52000,Diesel,First Owner,580000
7456,Hyundai,18500,Petrol,First Owner,430000
7457,Tata,50000,Diesel,First Owner,155000
7458,Datsun,35000,Petrol,First Owner,240000
7459,Toyota,15500,Petrol,First Owner,540000
7460,Tata,120000,Diesel,First Owner,250000
7461,Tata,60000,Diesel,First Owner,260000
7462,Mahindra,80000,Diesel,Second Owner,550000
7463,Ford,43011,Petrol,First Owner,550000
7464,Renault,136000,Diesel,First Owner,600000
7465,Ford,15000,Diesel,First Owner,550000
7466,Mahindra,110000,Diesel,Second Owner,370000
7467,Hyundai,100000,Petrol,Second Owner,250000
7468,Maruti,70000,Petrol,Fourth & Above Owner,125000
7469,Tata,110000,Diesel,First Owner,200000
7470,Honda,127991,Diesel,First Owner,675000
7471,Mitsubishi,198000,Diesel,Second Owner,150000
7472,Tata,65000,Petrol,First Owner,290000
7473,Maruti,90000,Petrol,Third Owner,95000
7474,Maruti,20000,Diesel,First Owner,889000
7475,Volkswagen,60000,Petrol,First Owner,400000
7476,Renault,13120,Petrol,First Owner,390000
7477,Jeep,87500,Diesel,First Owner,1550000
7478,Hyundai,125000,Diesel,First Owner,600000
7479,Hyundai,25000,Petrol,First Owner,800000
7480,Maruti,120000,Diesel,Third Owner,600000
7481,Hyundai,35000,Petrol,First Owner,795000
7482,Hyundai,25000,Diesel,First Owner,735000
7483,Skoda,120000,Diesel,Third Owner,250000
7484,Renault,25000,Petrol,First Owner,400000
7485,Hyundai,79000,Diesel,Second Owner,130000
7486,Renault,125000,Diesel,First Owner,600000
7487,Mahindra,140000,Diesel,First Owner,395000
7488,Hyundai,80000,Diesel,First Owner,720000
7489,Honda,110000,Petrol,Third Owner,450000
7490,Ford,25000,Petrol,First Owner,700000
7491,Honda,46000,Diesel,First Owner,1000000
7492,Hyundai,1000,Petrol,First Owner,500000
7493,Maruti,60000,Petrol,Second Owner,125000
7494,Renault,80000,Diesel,First Owner,690000
7495,Jeep,120000,Diesel,First Owner,1550000
7496,Tata,110000,Petrol,Second Owner,170000
7497,Fiat,110000,Diesel,Third Owner,275000
7498,Toyota,200000,Diesel,Third Owner,500000
7499,Volkswagen,80000,Diesel,Second Owner,950000
7500,Maruti,24000,Diesel,First Owner,802999
7501,Maruti,150000,Diesel,First Owner,470000
7502,Renault,60000,Petrol,First Owner,300000
7503,Renault,116000,Diesel,First Owner,600000
7504,Ford,104300,Diesel,First Owner,275000
7505,Mahindra,30000,Diesel,First Owner,700000
7506,Mercedes-Benz,33000,Diesel,First Owner,3250000
7507,Volkswagen,25000,Diesel,First Owner,800000
7508,Audi,60000,Diesel,First Owner,2200000
7509,Hyundai,121000,Diesel,Second Owner,245000
7510,Hyundai,120000,Diesel,Second Owner,310000
7511,Hyundai,120000,Diesel,Second Owner,245000
7512,Volkswagen,110000,Petrol,First Owner,450000
7513,Volkswagen,84000,Diesel,Second Owner,850000
7514,Honda,120000,Petrol,Third Owner,325000
7515,Maruti,100000,Diesel,Third Owner,409999
7516,Volvo,50000,Diesel,First Owner,5500000
7517,Hyundai,73500,Diesel,First Owner,1000000
7518,Hyundai,34000,Diesel,Second Owner,590000
7519,Nissan,23000,Diesel,First Owner,1200000
7520,Ford,163000,Diesel,Third Owner,175000
7521,Chevrolet,119000,Diesel,Second Owner,300000
7522,Toyota,50000,Diesel,First Owner,2175000
7523,Honda,10500,Diesel,First Owner,1110000
7524,Mitsubishi,280000,Diesel,Second Owner,150000
7525,Volkswagen,155000,Diesel,Second Owner,325000
7526,Ford,163000,Diesel,First Owner,325000
7527,Honda,75000,Petrol,First Owner,280000
7528,Maruti,56000,Petrol,Third Owner,160000
7529,Honda,80000,Diesel,First Owner,765000
7530,Honda,120000,Diesel,Second Owner,640000
7531,Tata,120000,Diesel,Third Owner,65000
7532,Skoda,175000,Diesel,Second Owner,195000
7533,Maruti,15000,Petrol,First Owner,295000
7534,Maruti,100000,Diesel,Second Owner,625000
7535,Maruti,80000,Petrol,Second Owner,160000
7536,Maruti,84000,Petrol,Second Owner,330000
7537,Ford,50000,Petrol,Second Owner,180000
7538,Fiat,50000,Petrol,Second Owner,70000
7539,Maruti,35000,Petrol,Second Owner,150000
7540,Hyundai,30000,Petrol,First Owner,300000
7541,Hyundai,2388,Petrol,First Owner,730000
7542,Maruti,16200,Diesel,First Owner,650000
7543,Maruti,10000,CNG,Second Owner,330000
7544,Maruti,15000,Petrol,First Owner,366000
7545,Hyundai,5000,Petrol,First Owner,1149000
7546,Datsun,42000,Petrol,First Owner,150000
7547,Hyundai,120000,Petrol,Second Owner,187000
7548,Tata,60000,Diesel,Second Owner,425000
7549,Maruti,76000,Petrol,First Owner,150000
7550,Ford,15000,Petrol,First Owner,620000
7551,Skoda,100000,Diesel,Second Owner,250000
7552,Hyundai,83000,Petrol,First Owner,475000
7553,Chevrolet,67600,Diesel,First Owner,750000
7554,Mitsubishi,160000,Diesel,Second Owner,1250000
7555,Hyundai,80000,Petrol,Second Owner,250000
7556,Honda,100000,Diesel,First Owner,445000
7557,Volkswagen,100000,Diesel,First Owner,400000
7558,Hyundai,90000,Diesel,Second Owner,350000
7559,Skoda,140000,Diesel,First Owner,295000
7560,Maruti,25000,Petrol,First Owner,600000
7561,Toyota,20000,Diesel,First Owner,1650000
7562,Maruti,30000,Petrol,First Owner,100000
7563,Ford,13000,Petrol,First Owner,690000
7564,Hyundai,42000,Petrol,First Owner,710000
7565,Hyundai,10000,Petrol,Second Owner,350000
7566,Maruti,13000,Petrol,First Owner,220000
7567,Renault,6500,Petrol,First Owner,700000
7568,Hyundai,49500,Petrol,Second Owner,198000
7569,Hyundai,50000,Diesel,First Owner,350000
7570,Maruti,35000,Petrol,Second Owner,650000
7571,Mahindra,120000,Diesel,Second Owner,380000
7572,Tata,50000,Petrol,Second Owner,360000
7573,Skoda,116000,Petrol,First Owner,385000
7574,Hyundai,110000,Diesel,Second Owner,590000
7575,Mahindra,70000,Diesel,Second Owner,750000
7576,Fiat,100000,Diesel,Third Owner,254999
7577,Hyundai,20000,Petrol,First Owner,499000
7578,Maruti,60000,Diesel,First Owner,730000
7579,Honda,30000,Diesel,Second Owner,650000
7580,Renault,75000,Diesel,First Owner,220000
7581,Maruti,110000,Petrol,Third Owner,229999
7582,Maruti,90000,Petrol,Fourth & Above Owner,215000
7583,Tata,110000,Diesel,Third Owner,100000
7584,Hyundai,120000,Petrol,Fourth & Above Owner,110000
7585,Tata,48000,Diesel,Second Owner,152000
7586,Maruti,5000,Petrol,First Owner,600000
7587,Chevrolet,120000,Diesel,First Owner,620000
7588,Toyota,116000,Diesel,First Owner,780000
7589,Maruti,1000,Petrol,First Owner,445000
7590,Hyundai,15000,Petrol,First Owner,575000
7591,Maruti,5000,Diesel,First Owner,975000
7592,Tata,3500,Petrol,First Owner,450000
7593,Ford,80000,Diesel,First Owner,480000
7594,Maruti,48676,Petrol,First Owner,110000
7595,Hyundai,60000,Petrol,Third Owner,105000
7596,BMW,30000,Diesel,First Owner,5830000
7597,Hyundai,72000,Petrol,First Owner,415000
7598,Maruti,51000,Petrol,First Owner,475000
7599,Maruti,29000,Petrol,First Owner,525000
7600,Maruti,28000,Petrol,First Owner,365000
7601,Maruti,97000,Diesel,First Owner,375000
7602,Maruti,59000,Diesel,First Owner,765000
7603,Maruti,27000,Diesel,First Owner,770000
7604,Renault,30000,Petrol,First Owner,350000
7605,Mahindra,70000,Diesel,First Owner,875000
7606,Mahindra,69000,Diesel,First Owner,780000
